RTCData;RTCHora;GPSData;GPSHora;Lat;Long;Altgps;Vel;GPSUpdate;Ax;Ay;Az;Gx;Gy;Gz;indiceAmostra;LatLogger;LongLogger;ElevationLogger;DataLogger;HoraLogger;SpeedLogger;SatellitesLogger;Seconds;LatInter;LongInter
2024-04-09;10:14:31;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.03;-0.49;-1.04;-0.06;1;-3.74469544;-38.57741263;17.009;2024-04-09;10:14:31;0.000;33;36871.0;-3.74469544;-38.57741263
2024-04-09;10:14:31;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.37;-0.98;0.24;2;-3.74469544;-38.57741263;17.009;2024-04-09;10:14:31;0.000;33;36871.0;-3.744695617;-38.577412783999996
2024-04-09;10:14:31;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.37;-0.61;0.12;3;-3.74469544;-38.57741263;17.009;2024-04-09;10:14:31;0.000;33;36871.0;-3.744695794;-38.577412937999995
2024-04-09;10:14:31;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.49;-0.61;-0.06;4;-3.74469544;-38.57741263;17.009;2024-04-09;10:14:31;0.000;33;36871.0;-3.744695971;-38.577413092
2024-04-09;10:14:31;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.31;-0.85;-0.18;5;-3.74469544;-38.57741263;17.009;2024-04-09;10:14:31;0.000;33;36871.0;-3.744696148;-38.577413246
2024-04-09;10:14:31;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.49;-1.04;0.0;6;-3.74469544;-38.57741263;17.009;2024-04-09;10:14:31;0.000;33;36871.0;-3.744696325;-38.5774134
2024-04-09;10:14:31;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.43;-0.67;0.43;7;-3.74469544;-38.57741263;17.009;2024-04-09;10:14:31;0.000;33;36871.0;-3.744696502;-38.577413553999996
2024-04-09;10:14:31;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.61;-1.04;-0.06;8;-3.74469544;-38.57741263;17.009;2024-04-09;10:14:31;0.000;33;36871.0;-3.744696679;-38.577413707999995
2024-04-09;10:14:31;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.67;-0.85;0.06;9;-3.74469544;-38.57741263;17.009;2024-04-09;10:14:31;0.000;33;36871.0;-3.744696856;-38.577413862
2024-04-09;10:14:31;0/0/0;0:0:0;;;0.0;0.0;0;-0.07;0.04;-1.04;-0.61;-0.61;-0.06;10;-3.74469544;-38.57741263;17.009;2024-04-09;10:14:31;0.000;33;36871.0;-3.744697033;-38.577414016
2024-04-09;10:14:32;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;0.0;-0.98;0.06;1;-3.74469721;-38.57741417;17.140;2024-04-09;10:14:32;0.000;33;36872.0;-3.74469721;-38.57741417
2024-04-09;10:14:32;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.03;-0.31;-0.85;-0.06;2;-3.74469721;-38.57741417;17.140;2024-04-09;10:14:32;0.000;33;36872.0;-3.744697159;-38.577414104
2024-04-09;10:14:32;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.49;-0.92;0.06;3;-3.74469721;-38.57741417;17.140;2024-04-09;10:14:32;0.000;33;36872.0;-3.744697108;-38.577414038
2024-04-09;10:14:32;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.03;-0.49;-0.85;0.0;4;-3.74469721;-38.57741417;17.140;2024-04-09;10:14:32;0.000;33;36872.0;-3.7446970569999998;-38.577413971999995
2024-04-09;10:14:32;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.43;-0.92;0.06;5;-3.74469721;-38.57741417;17.140;2024-04-09;10:14:32;0.000;33;36872.0;-3.744697006;-38.577413906
2024-04-09;10:14:32;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.03;-0.55;-0.85;0.0;6;-3.74469721;-38.57741417;17.140;2024-04-09;10:14:32;0.000;33;36872.0;-3.744696955;-38.57741384
2024-04-09;10:14:32;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.55;-0.85;-0.12;7;-3.74469721;-38.57741417;17.140;2024-04-09;10:14:32;0.000;33;36872.0;-3.744696904;-38.577413774
2024-04-09;10:14:32;0/0/0;0:0:0;;;0.0;0.0;0;-0.07;0.04;-1.04;-0.55;-0.92;0.24;8;-3.74469721;-38.57741417;17.140;2024-04-09;10:14:32;0.000;33;36872.0;-3.7446968529999998;-38.577413708
2024-04-09;10:14:32;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.31;-0.79;-0.18;9;-3.74469721;-38.57741417;17.140;2024-04-09;10:14:32;0.000;33;36872.0;-3.744696802;-38.577413641999996
2024-04-09;10:14:32;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.61;-0.67;0.0;10;-3.74469721;-38.57741417;17.140;2024-04-09;10:14:32;0.000;33;36872.0;-3.744696751;-38.577413576
2024-04-09;10:14:33;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.49;-0.79;0.0;1;-3.7446967;-38.57741351;17.438;2024-04-09;10:14:33;0.000;32;36873.0;-3.7446967;-38.57741351
2024-04-09;10:14:33;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.03;-0.37;-0.79;-0.12;2;-3.7446967;-38.57741351;17.438;2024-04-09;10:14:33;0.000;32;36873.0;-3.744696643;-38.577413655
2024-04-09;10:14:33;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.49;-0.98;0.31;3;-3.7446967;-38.57741351;17.438;2024-04-09;10:14:33;0.000;32;36873.0;-3.744696586;-38.5774138
2024-04-09;10:14:33;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.55;-0.79;-0.06;4;-3.7446967;-38.57741351;17.438;2024-04-09;10:14:33;0.000;32;36873.0;-3.744696529;-38.577413944999996
2024-04-09;10:14:33;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.37;-1.1;0.43;5;-3.7446967;-38.57741351;17.438;2024-04-09;10:14:33;0.000;32;36873.0;-3.7446964719999998;-38.57741409
2024-04-09;10:14:33;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.03;-0.12;-0.49;0.06;6;-3.7446967;-38.57741351;17.438;2024-04-09;10:14:33;0.000;32;36873.0;-3.744696415;-38.577414235
2024-04-09;10:14:33;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.03;-0.49;-0.67;0.12;7;-3.7446967;-38.57741351;17.438;2024-04-09;10:14:33;0.000;32;36873.0;-3.744696358;-38.57741438
2024-04-09;10:14:33;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.43;-1.04;0.0;8;-3.7446967;-38.57741351;17.438;2024-04-09;10:14:33;0.000;32;36873.0;-3.744696301;-38.577414525
2024-04-09;10:14:33;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.49;-0.67;0.24;9;-3.7446967;-38.57741351;17.438;2024-04-09;10:14:33;0.000;32;36873.0;-3.744696244;-38.577414669999996
2024-04-09;10:14:33;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.03;-0.43;-0.92;0.0;10;-3.7446967;-38.57741351;17.438;2024-04-09;10:14:33;0.000;32;36873.0;-3.7446961869999997;-38.577414815
2024-04-09;10:14:34;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.55;-0.98;0.0;1;-3.74469613;-38.57741496;17.870;2024-04-09;10:14:34;0.000;32;36874.0;-3.74469613;-38.57741496
2024-04-09;10:14:34;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.03;-0.31;-0.55;0.12;2;-3.74469613;-38.57741496;17.870;2024-04-09;10:14:34;0.000;32;36874.0;-3.744695986;-38.577414723
2024-04-09;10:14:34;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.37;-0.79;-0.06;3;-3.74469613;-38.57741496;17.870;2024-04-09;10:14:34;0.000;32;36874.0;-3.744695842;-38.577414486
2024-04-09;10:14:34;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.67;-0.98;0.0;4;-3.74469613;-38.57741496;17.870;2024-04-09;10:14:34;0.000;32;36874.0;-3.744695698;-38.577414249
2024-04-09;10:14:34;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.18;-0.98;-0.06;5;-3.74469613;-38.57741496;17.870;2024-04-09;10:14:34;0.000;32;36874.0;-3.744695554;-38.577414012
2024-04-09;10:14:34;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.03;-0.37;-0.85;0.06;6;-3.74469613;-38.57741496;17.870;2024-04-09;10:14:34;0.000;32;36874.0;-3.7446954100000003;-38.577413775
2024-04-09;10:14:34;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.03;-0.55;-0.85;0.06;7;-3.74469613;-38.57741496;17.870;2024-04-09;10:14:34;0.000;32;36874.0;-3.744695266;-38.577413538
2024-04-09;10:14:34;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.37;-0.85;0.06;8;-3.74469613;-38.57741496;17.870;2024-04-09;10:14:34;0.000;32;36874.0;-3.744695122;-38.577413301
2024-04-09;10:14:34;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.03;-0.37;-0.79;-0.06;9;-3.74469613;-38.57741496;17.870;2024-04-09;10:14:34;0.000;32;36874.0;-3.744694978;-38.577413064
2024-04-09;10:14:34;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.03;-0.24;-0.73;-0.06;10;-3.74469613;-38.57741496;17.870;2024-04-09;10:14:34;0.000;32;36874.0;-3.744694834;-38.577412827
2024-04-09;10:14:35;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.03;-0.49;-0.98;0.18;1;-3.74469469;-38.57741259;17.800;2024-04-09;10:14:35;0.000;32;36875.0;-3.74469469;-38.57741259
2024-04-09;10:14:35;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.31;-0.79;0.0;2;-3.74469469;-38.57741259;17.800;2024-04-09;10:14:35;0.000;32;36875.0;-3.7446947670000004;-38.577412876000004
2024-04-09;10:14:35;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.03;-0.49;-0.73;0.24;3;-3.74469469;-38.57741259;17.800;2024-04-09;10:14:35;0.000;32;36875.0;-3.744694844;-38.577413162
2024-04-09;10:14:35;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.05;-0.55;-0.67;0.24;4;-3.74469469;-38.57741259;17.800;2024-04-09;10:14:35;0.000;32;36875.0;-3.7446949210000002;-38.577413448
2024-04-09;10:14:35;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.49;-0.98;0.12;5;-3.74469469;-38.57741259;17.800;2024-04-09;10:14:35;0.000;32;36875.0;-3.744694998;-38.577413734
2024-04-09;10:14:35;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.03;-0.61;-0.79;0.06;6;-3.74469469;-38.57741259;17.800;2024-04-09;10:14:35;0.000;32;36875.0;-3.744695075;-38.57741402
2024-04-09;10:14:35;0/0/0;0:0:0;;;0.0;0.0;0;-0.07;0.03;-1.03;-0.24;-1.04;0.18;7;-3.74469469;-38.57741259;17.800;2024-04-09;10:14:35;0.000;32;36875.0;-3.7446951520000002;-38.577414306
2024-04-09;10:14:35;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.24;-1.04;0.06;8;-3.74469469;-38.57741259;17.800;2024-04-09;10:14:35;0.000;32;36875.0;-3.744695229;-38.577414592
2024-04-09;10:14:35;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.55;-0.85;-0.06;9;-3.74469469;-38.57741259;17.800;2024-04-09;10:14:35;0.000;32;36875.0;-3.744695306;-38.577414878
2024-04-09;10:14:35;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.43;-0.92;0.06;10;-3.74469469;-38.57741259;17.800;2024-04-09;10:14:35;0.000;32;36875.0;-3.744695383;-38.577415163999994
2024-04-09;10:14:36;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.49;-0.98;0.31;1;-3.74469546;-38.57741545;17.860;2024-04-09;10:14:36;0.000;32;36876.0;-3.74469546;-38.57741545
2024-04-09;10:14:36;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.03;-0.43;-0.79;0.0;2;-3.74469546;-38.57741545;17.860;2024-04-09;10:14:36;0.000;32;36876.0;-3.744695443;-38.577415329999994
2024-04-09;10:14:36;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.03;-0.43;-0.79;0.06;3;-3.74469546;-38.57741545;17.860;2024-04-09;10:14:36;0.000;32;36876.0;-3.744695426;-38.57741521
2024-04-09;10:14:36;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.49;-0.73;0.18;4;-3.74469546;-38.57741545;17.860;2024-04-09;10:14:36;0.000;32;36876.0;-3.744695409;-38.577415089999995
2024-04-09;10:14:36;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.03;-0.37;-0.85;-0.12;5;-3.74469546;-38.57741545;17.860;2024-04-09;10:14:36;0.000;32;36876.0;-3.744695392;-38.57741497
2024-04-09;10:14:36;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.31;-0.67;0.12;6;-3.74469546;-38.57741545;17.860;2024-04-09;10:14:36;0.000;32;36876.0;-3.744695375;-38.57741485
2024-04-09;10:14:36;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.43;-0.49;-0.12;7;-3.74469546;-38.57741545;17.860;2024-04-09;10:14:36;0.000;32;36876.0;-3.744695358;-38.577414729999994
2024-04-09;10:14:36;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.37;-0.92;-0.06;8;-3.74469546;-38.57741545;17.860;2024-04-09;10:14:36;0.000;32;36876.0;-3.744695341;-38.57741461
2024-04-09;10:14:36;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.61;-0.92;-0.12;9;-3.74469546;-38.57741545;17.860;2024-04-09;10:14:36;0.000;32;36876.0;-3.7446953240000003;-38.577414489999995
2024-04-09;10:14:36;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.43;-0.73;0.0;10;-3.74469546;-38.57741545;17.860;2024-04-09;10:14:36;0.000;32;36876.0;-3.744695307;-38.57741437
2024-04-09;10:14:37;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.37;-0.55;-0.24;1;-3.74469529;-38.57741425;17.621;2024-04-09;10:14:37;0.000;32;36877.0;-3.74469529;-38.57741425
2024-04-09;10:14:37;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.37;-0.98;0.0;2;-3.74469529;-38.57741425;17.621;2024-04-09;10:14:37;0.000;32;36877.0;-3.744695525;-38.577414446999995
2024-04-09;10:14:37;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.49;-1.04;0.06;3;-3.74469529;-38.57741425;17.621;2024-04-09;10:14:37;0.000;32;36877.0;-3.74469576;-38.577414644
2024-04-09;10:14:37;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.67;-0.79;0.0;4;-3.74469529;-38.57741425;17.621;2024-04-09;10:14:37;0.000;32;36877.0;-3.7446959950000003;-38.577414841
2024-04-09;10:14:37;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.49;-1.16;0.18;5;-3.74469529;-38.57741425;17.621;2024-04-09;10:14:37;0.000;32;36877.0;-3.74469623;-38.577415038
2024-04-09;10:14:37;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.03;-0.43;-0.61;-0.06;6;-3.74469529;-38.57741425;17.621;2024-04-09;10:14:37;0.000;32;36877.0;-3.744696465;-38.577415235000004
2024-04-09;10:14:37;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.49;-0.73;0.06;7;-3.74469529;-38.57741425;17.621;2024-04-09;10:14:37;0.000;32;36877.0;-3.7446967;-38.577415432
2024-04-09;10:14:37;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.03;-0.55;-0.85;-0.24;8;-3.74469529;-38.57741425;17.621;2024-04-09;10:14:37;0.000;32;36877.0;-3.744696935;-38.577415629
2024-04-09;10:14:37;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.31;-0.85;0.0;9;-3.74469529;-38.57741425;17.621;2024-04-09;10:14:37;0.000;32;36877.0;-3.7446971700000002;-38.577415826
2024-04-09;10:14:37;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.03;-0.37;-1.16;0.12;10;-3.74469529;-38.57741425;17.621;2024-04-09;10:14:37;0.000;32;36877.0;-3.744697405;-38.577416023000005
2024-04-09;10:14:38;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.03;-0.37;-1.04;-0.37;1;-3.74469764;-38.57741622;18.046;2024-04-09;10:14:38;0.000;31;36878.0;-3.74469764;-38.57741622
2024-04-09;10:14:38;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.49;-0.92;-0.12;2;-3.74469764;-38.57741622;18.046;2024-04-09;10:14:38;0.000;31;36878.0;-3.744697815;-38.577416355000004
2024-04-09;10:14:38;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.55;-0.85;0.18;3;-3.74469764;-38.57741622;18.046;2024-04-09;10:14:38;0.000;31;36878.0;-3.74469799;-38.577416490000005
2024-04-09;10:14:38;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.03;-0.37;-0.85;0.06;4;-3.74469764;-38.57741622;18.046;2024-04-09;10:14:38;0.000;31;36878.0;-3.744698165;-38.577416625000005
2024-04-09;10:14:38;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.49;-0.73;0.0;5;-3.74469764;-38.57741622;18.046;2024-04-09;10:14:38;0.000;31;36878.0;-3.7446983400000002;-38.577416760000006
2024-04-09;10:14:38;0/0/0;0:0:0;;;0.0;0.0;0;-0.07;0.03;-1.04;-0.61;-0.98;0.06;6;-3.74469764;-38.57741622;18.046;2024-04-09;10:14:38;0.000;31;36878.0;-3.744698515;-38.577416895
2024-04-09;10:14:38;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.37;-0.92;0.18;7;-3.74469764;-38.57741622;18.046;2024-04-09;10:14:38;0.000;31;36878.0;-3.74469869;-38.57741703
2024-04-09;10:14:38;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.03;-0.61;-0.92;-0.12;8;-3.74469764;-38.57741622;18.046;2024-04-09;10:14:38;0.000;31;36878.0;-3.744698865;-38.577417165
2024-04-09;10:14:38;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.43;-0.92;0.18;9;-3.74469764;-38.57741622;18.046;2024-04-09;10:14:38;0.000;31;36878.0;-3.74469904;-38.5774173
2024-04-09;10:14:38;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.37;-0.92;-0.06;10;-3.74469764;-38.57741622;18.046;2024-04-09;10:14:38;0.000;31;36878.0;-3.7446992150000002;-38.577417435
2024-04-09;10:14:39;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.03;-0.24;-0.92;-0.12;1;-3.74469939;-38.57741757;18.377;2024-04-09;10:14:39;0.000;31;36879.0;-3.74469939;-38.57741757
2024-04-09;10:14:39;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.03;-0.37;-0.79;0.06;2;-3.74469939;-38.57741757;18.377;2024-04-09;10:14:39;0.000;31;36879.0;-3.744699786;-38.577417773
2024-04-09;10:14:39;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.49;-0.79;0.06;3;-3.74469939;-38.57741757;18.377;2024-04-09;10:14:39;0.000;31;36879.0;-3.744700182;-38.577417976
2024-04-09;10:14:39;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.43;-0.73;0.0;4;-3.74469939;-38.57741757;18.377;2024-04-09;10:14:39;0.000;31;36879.0;-3.7447005780000002;-38.577418179
2024-04-09;10:14:39;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.37;-0.79;-0.06;5;-3.74469939;-38.57741757;18.377;2024-04-09;10:14:39;0.000;31;36879.0;-3.744700974;-38.577418382
2024-04-09;10:14:39;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.55;-0.79;0.06;6;-3.74469939;-38.57741757;18.377;2024-04-09;10:14:39;0.000;31;36879.0;-3.74470137;-38.577418585000004
2024-04-09;10:14:39;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.03;-0.43;-0.98;-0.24;7;-3.74469939;-38.57741757;18.377;2024-04-09;10:14:39;0.000;31;36879.0;-3.744701766;-38.577418788
2024-04-09;10:14:39;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.24;-1.1;-0.06;8;-3.74469939;-38.57741757;18.377;2024-04-09;10:14:39;0.000;31;36879.0;-3.744702162;-38.577418991
2024-04-09;10:14:39;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.03;-0.49;-0.98;0.06;9;-3.74469939;-38.57741757;18.377;2024-04-09;10:14:39;0.000;31;36879.0;-3.744702558;-38.577419194
2024-04-09;10:14:39;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.31;-0.98;0.12;10;-3.74469939;-38.57741757;18.377;2024-04-09;10:14:39;0.000;31;36879.0;-3.744702954;-38.577419397
2024-04-09;10:14:40;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.55;-0.79;0.06;1;-3.74470335;-38.5774196;18.656;2024-04-09;10:14:40;0.000;32;36880.0;-3.74470335;-38.5774196
2024-04-09;10:14:40;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.03;-0.43;-0.73;-0.12;2;-3.74470335;-38.5774196;18.656;2024-04-09;10:14:40;0.000;32;36880.0;-3.744702854;-38.577419711
2024-04-09;10:14:40;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.03;-0.37;-0.98;0.0;3;-3.74470335;-38.5774196;18.656;2024-04-09;10:14:40;0.000;32;36880.0;-3.744702358;-38.577419821999996
2024-04-09;10:14:40;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.03;-0.61;-0.98;0.06;4;-3.74470335;-38.5774196;18.656;2024-04-09;10:14:40;0.000;32;36880.0;-3.744701862;-38.577419933
2024-04-09;10:14:40;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.18;-0.85;0.0;5;-3.74470335;-38.5774196;18.656;2024-04-09;10:14:40;0.000;32;36880.0;-3.744701366;-38.577420044
2024-04-09;10:14:40;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.61;-0.73;0.12;6;-3.74470335;-38.5774196;18.656;2024-04-09;10:14:40;0.000;32;36880.0;-3.74470087;-38.577420155
2024-04-09;10:14:40;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.43;-0.73;0.12;7;-3.74470335;-38.5774196;18.656;2024-04-09;10:14:40;0.000;32;36880.0;-3.7447003739999998;-38.577420266
2024-04-09;10:14:40;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.37;-0.98;-0.06;8;-3.74470335;-38.5774196;18.656;2024-04-09;10:14:40;0.000;32;36880.0;-3.744699878;-38.577420376999996
2024-04-09;10:14:40;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.03;-0.12;-0.85;-0.24;9;-3.74470335;-38.5774196;18.656;2024-04-09;10:14:40;0.000;32;36880.0;-3.744699382;-38.577420488
2024-04-09;10:14:40;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.43;-0.85;0.0;10;-3.74470335;-38.5774196;18.656;2024-04-09;10:14:40;0.000;32;36880.0;-3.744698886;-38.577420599
2024-04-09;10:14:41;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.03;-0.55;-0.92;0.37;1;-3.74469839;-38.57742071;18.908;2024-04-09;10:14:41;0.000;34;36881.0;-3.74469839;-38.57742071
2024-04-09;10:14:41;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.43;-0.79;0.0;2;-3.74469839;-38.57742071;18.908;2024-04-09;10:14:41;0.000;34;36881.0;-3.744698276;-38.577420835
2024-04-09;10:14:41;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.37;-0.49;0.12;3;-3.74469839;-38.57742071;18.908;2024-04-09;10:14:41;0.000;34;36881.0;-3.744698162;-38.57742096
2024-04-09;10:14:41;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.49;-0.73;-0.06;4;-3.74469839;-38.57742071;18.908;2024-04-09;10:14:41;0.000;34;36881.0;-3.744698048;-38.577421085
2024-04-09;10:14:41;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.37;-0.79;-0.12;5;-3.74469839;-38.57742071;18.908;2024-04-09;10:14:41;0.000;34;36881.0;-3.744697934;-38.57742121
2024-04-09;10:14:41;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.49;-0.79;0.12;6;-3.74469839;-38.57742071;18.908;2024-04-09;10:14:41;0.000;34;36881.0;-3.74469782;-38.577421335
2024-04-09;10:14:41;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.67;-0.79;0.0;7;-3.74469839;-38.57742071;18.908;2024-04-09;10:14:41;0.000;34;36881.0;-3.744697706;-38.577421460000004
2024-04-09;10:14:41;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.37;-0.61;-0.12;8;-3.74469839;-38.57742071;18.908;2024-04-09;10:14:41;0.000;34;36881.0;-3.744697592;-38.577421585
2024-04-09;10:14:41;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.03;-0.43;-0.79;-0.18;9;-3.74469839;-38.57742071;18.908;2024-04-09;10:14:41;0.000;34;36881.0;-3.744697478;-38.57742171
2024-04-09;10:14:41;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.04;-1.04;-0.43;-0.98;-0.12;10;-3.74469839;-38.57742071;18.908;2024-04-09;10:14:41;0.000;34;36881.0;-3.7446973640000003;-38.577421835
2024-04-09;10:14:42;0/0/0;0:0:0;;;0.0;0.0;0;-0.08;0.03;-1.04;-0.49;-0.79;0.12;1;-3.74469725;-38.57742196;19.128;2024-04-09;10:14:42;0.000;34;36882.0;-3.74469725;-38.57742196
