RTCData;RTCHora;GPSData;GPSHora;Lat;Long;Altgps;Vel;GPSUpdate;Ax;Ay;Az;Gx;Gy;Gz;indiceAmostra
;00:00:00;0/0/0;0:0:0;;;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0
2024-04-09;09:52:12;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;1.1;0.65;-1.65;1
2024-04-09;09:52:12;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.85;0.95;-1.53;2
2024-04-09;09:52:12;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.98;0.77;-1.34;3
2024-04-09;09:52:12;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.98;0.89;-1.46;4
2024-04-09;09:52:12;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;1.04;0.89;-1.34;5
2024-04-09;09:52:12;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.92;0.95;-1.53;6
2024-04-09;09:52:12;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.85;0.71;-1.28;7
2024-04-09;09:52:12;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.93;0.92;0.89;-1.53;8
2024-04-09;09:52:12;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.98;0.65;-1.53;9
2024-04-09;09:52:12;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.98;0.83;-1.65;10
2024-04-09;09:52:13;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;1.04;0.71;-1.46;1
2024-04-09;09:52:13;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.92;0.77;-1.4;2
2024-04-09;09:52:13;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;1.1;0.77;-1.53;3
2024-04-09;09:52:13;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.93;0.98;0.65;-1.22;4
2024-04-09;09:52:13;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;1.1;0.83;-1.34;5
2024-04-09;09:52:13;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.92;0.65;-1.59;6
2024-04-09;09:52:13;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.02;-0.93;0.92;0.95;-1.4;7
2024-04-09;09:52:13;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;1.04;1.2;-1.46;8
2024-04-09;09:52:13;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.95;1.04;0.89;-1.53;9
2024-04-09;09:52:13;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.93;1.04;0.95;-1.28;10
2024-04-09;09:52:14;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.03;-0.94;1.04;1.01;-1.34;1
2024-04-09;09:52:14;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.03;-0.95;1.04;0.53;-1.22;2
2024-04-09;09:52:14;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.79;0.71;-1.53;3
2024-04-09;09:52:14;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.03;-0.93;0.92;0.71;-1.46;4
2024-04-09;09:52:14;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.92;0.89;-1.4;5
2024-04-09;09:52:14;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.92;0.83;-1.34;6
2024-04-09;09:52:14;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.98;0.95;-1.28;7
2024-04-09;09:52:14;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.02;-0.94;1.1;0.83;-1.59;8
2024-04-09;09:52:14;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.92;0.77;-1.59;9
2024-04-09;09:52:14;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.85;0.83;-1.28;10
2024-04-09;09:52:15;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.73;0.71;-1.53;1
2024-04-09;09:52:15;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.95;0.79;0.71;-1.59;2
2024-04-09;09:52:15;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.93;0.67;0.83;-1.4;3
2024-04-09;09:52:15;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.95;1.04;0.95;-1.46;4
2024-04-09;09:52:15;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.95;0.98;0.65;-1.46;5
2024-04-09;09:52:15;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.98;0.89;-1.22;6
2024-04-09;09:52:15;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.92;0.95;-1.4;7
2024-04-09;09:52:15;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.03;-0.95;0.73;1.01;-1.28;8
2024-04-09;09:52:15;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;1.04;0.71;-1.46;9
2024-04-09;09:52:15;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.95;0.92;0.89;-1.22;10
2024-04-09;09:52:16;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.61;0.83;-1.34;1
2024-04-09;09:52:16;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.85;0.83;-1.71;2
2024-04-09;09:52:16;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.92;1.01;-1.34;3
2024-04-09;09:52:16;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;1.04;0.77;-1.46;4
2024-04-09;09:52:16;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.92;0.95;-1.53;5
2024-04-09;09:52:16;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.73;0.83;-1.1;6
2024-04-09;09:52:16;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.92;0.89;-1.34;7
2024-04-09;09:52:16;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.03;-0.93;1.04;0.4;-1.53;8
2024-04-09;09:52:16;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.02;-0.94;0.98;0.83;-1.34;9
2024-04-09;09:52:16;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.02;-0.94;0.85;0.83;-1.16;10
2024-04-09;09:52:17;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.85;0.89;-1.4;1
2024-04-09;09:52:17;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.02;-0.94;1.04;1.01;-1.83;2
2024-04-09;09:52:17;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;1.04;0.95;-1.53;3
2024-04-09;09:52:17;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.93;0.92;0.83;-1.22;4
2024-04-09;09:52:17;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.85;0.89;-1.34;5
2024-04-09;09:52:17;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.98;0.95;-1.53;6
2024-04-09;09:52:17;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.92;0.71;-1.65;7
2024-04-09;09:52:17;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.93;1.16;0.95;-1.46;8
2024-04-09;09:52:17;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.98;0.71;-1.28;9
2024-04-09;09:52:17;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.93;0.79;0.83;-1.4;10
2024-04-09;09:52:18;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.03;-0.94;0.85;0.59;-1.34;1
2024-04-09;09:52:18;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.92;0.77;-1.46;2
2024-04-09;09:52:18;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.79;0.77;-1.59;3
2024-04-09;09:52:18;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.98;0.65;-1.46;4
2024-04-09;09:52:18;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.73;0.77;-1.46;5
2024-04-09;09:52:18;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.85;0.95;-1.4;6
2024-04-09;09:52:18;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.98;0.77;-1.34;7
2024-04-09;09:52:18;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.95;0.73;0.77;-1.28;8
2024-04-09;09:52:18;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;1.04;0.71;-1.16;9
2024-04-09;09:52:18;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;1.16;0.83;-1.4;10
2024-04-09;09:52:19;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.79;0.83;-1.46;1
2024-04-09;09:52:19;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;1.1;0.83;-1.53;2
2024-04-09;09:52:19;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.03;-0.93;0.98;0.89;-1.46;3
2024-04-09;09:52:19;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.03;-0.94;0.92;0.89;-1.16;4
2024-04-09;09:52:19;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.79;0.89;-1.34;5
2024-04-09;09:52:19;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.03;-0.94;0.92;1.14;-1.16;6
2024-04-09;09:52:19;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.92;0.89;-1.46;7
2024-04-09;09:52:19;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;1.1;0.83;-1.53;8
2024-04-09;09:52:19;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.98;0.83;-1.34;9
2024-04-09;09:52:19;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.92;0.77;-1.22;10
2024-04-09;09:52:20;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.92;0.83;-1.34;1
2024-04-09;09:52:20;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.85;0.95;-1.28;2
2024-04-09;09:52:20;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.95;0.79;0.71;-1.34;3
2024-04-09;09:52:20;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;1.1;0.59;-1.53;4
2024-04-09;09:52:20;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.03;-0.94;1.16;0.71;-1.28;5
2024-04-09;09:52:20;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.92;0.59;-1.4;6
2024-04-09;09:52:20;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.03;-0.94;0.73;0.77;-1.65;7
2024-04-09;09:52:20;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.03;-0.93;0.85;0.95;-1.53;8
2024-04-09;09:52:20;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.93;0.85;0.89;-1.22;9
2024-04-09;09:52:20;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.73;0.95;-1.04;10
2024-04-09;09:52:21;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.02;-0.94;0.85;0.71;-1.34;1
2024-04-09;09:52:21;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.92;0.95;-1.28;2
2024-04-09;09:52:21;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.92;1.01;-1.59;3
2024-04-09;09:52:21;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.92;0.77;-1.53;4
2024-04-09;09:52:21;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.85;1.01;-1.53;5
2024-04-09;09:52:21;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.85;0.71;-1.16;6
2024-04-09;09:52:21;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;1.1;0.83;-1.4;7
2024-04-09;09:52:21;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.92;0.95;-1.46;8
2024-04-09;09:52:21;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.03;-0.94;0.98;0.89;-1.16;9
2024-04-09;09:52:21;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.85;0.95;-1.65;10
2024-04-09;09:52:22;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.98;0.65;-1.46;1
2024-04-09;09:52:22;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.79;0.89;-1.34;2
2024-04-09;09:52:22;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.93;0.92;0.89;-1.59;3
2024-04-09;09:52:22;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.79;0.71;-1.28;4
2024-04-09;09:52:22;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.85;0.95;-1.46;5
2024-04-09;09:52:22;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.73;0.83;-1.53;6
2024-04-09;09:52:22;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.98;0.89;-1.4;7
2024-04-09;09:52:22;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;1.04;0.89;-1.34;8
2024-04-09;09:52:22;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.73;0.77;-1.65;9
2024-04-09;09:52:22;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.85;0.89;-1.34;10
2024-04-09;09:52:23;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.73;0.83;-1.22;1
2024-04-09;09:52:23;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.03;-0.94;0.85;0.89;-1.77;2
2024-04-09;09:52:23;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.85;0.89;-1.34;3
2024-04-09;09:52:23;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.93;0.67;0.83;-1.34;4
2024-04-09;09:52:23;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.92;0.89;-1.4;5
2024-04-09;09:52:23;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.93;0.92;0.65;-1.46;6
2024-04-09;09:52:23;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.79;0.83;-1.28;7
2024-04-09;09:52:23;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.93;0.98;0.83;-1.34;8
2024-04-09;09:52:23;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;1.04;0.95;-1.4;9
2024-04-09;09:52:23;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.98;0.83;-1.28;10
2024-04-09;09:52:24;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.93;1.1;0.71;-1.53;1
2024-04-09;09:52:24;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.85;0.77;-1.34;2
2024-04-09;09:52:24;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.93;0.79;1.01;-1.34;3
2024-04-09;09:52:24;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.92;0.77;-1.46;4
2024-04-09;09:52:24;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.92;0.65;-1.4;5
2024-04-09;09:52:24;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;1.1;0.89;-1.53;6
2024-04-09;09:52:24;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.03;-0.94;0.67;0.59;-1.4;7
2024-04-09;09:52:24;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.02;-0.93;0.98;0.65;-1.4;8
2024-04-09;09:52:24;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;1.04;0.89;-1.53;9
2024-04-09;09:52:24;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.93;0.73;0.89;-1.53;10
2024-04-09;09:52:25;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.67;0.77;-1.34;1
2024-04-09;09:52:25;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.79;1.08;-1.4;2
2024-04-09;09:52:25;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.95;1.04;0.71;-1.22;3
2024-04-09;09:52:25;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.67;1.08;-1.28;4
2024-04-09;09:52:25;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.02;-0.94;0.92;0.65;-1.53;5
2024-04-09;09:52:25;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.98;0.83;-1.28;6
2024-04-09;09:52:25;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.95;0.73;0.65;-1.59;7
2024-04-09;09:52:25;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;1.16;0.89;-1.46;8
2024-04-09;09:52:25;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.98;0.71;-1.71;9
2024-04-09;09:52:25;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.79;0.83;-1.34;10
2024-04-09;09:52:26;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.02;-0.93;0.98;1.01;-1.59;1
2024-04-09;09:52:26;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.95;1.04;0.83;-1.28;2
2024-04-09;09:52:26;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.79;0.89;-1.34;3
2024-04-09;09:52:26;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.93;0.67;0.89;-1.65;4
2024-04-09;09:52:26;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.79;0.83;-1.53;5
2024-04-09;09:52:26;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.98;0.89;-1.28;6
2024-04-09;09:52:26;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.95;1.04;0.83;-1.28;7
2024-04-09;09:52:26;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.98;0.89;-1.46;8
2024-04-09;09:52:26;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.93;0.85;0.95;-1.77;9
2024-04-09;09:52:26;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.73;0.71;-1.34;10
2024-04-09;09:52:27;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.02;-0.94;0.73;0.65;-1.28;1
2024-04-09;09:52:27;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.03;-0.94;1.04;0.83;-1.22;2
2024-04-09;09:52:27;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.92;0.83;-1.34;3
2024-04-09;09:52:27;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;1.04;0.77;-1.22;4
2024-04-09;09:52:27;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.79;0.65;-1.34;5
2024-04-09;09:52:27;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.67;1.08;-1.4;6
2024-04-09;09:52:27;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;1.04;0.95;-1.34;7
2024-04-09;09:52:27;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.98;0.71;-1.53;8
2024-04-09;09:52:27;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.98;0.65;-1.28;9
2024-04-09;09:52:27;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.93;0.79;1.01;-1.46;10
2024-04-09;09:52:28;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;1.1;0.89;-1.34;1
2024-04-09;09:52:28;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.73;0.77;-1.53;2
2024-04-09;09:52:28;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.93;0.98;0.77;-1.46;3
2024-04-09;09:52:28;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.03;-0.93;1.04;0.89;-1.46;4
2024-04-09;09:52:28;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.95;0.79;0.71;-1.34;5
2024-04-09;09:52:28;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.92;0.83;-1.28;6
2024-04-09;09:52:28;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;1.04;0.89;-1.34;7
2024-04-09;09:52:28;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.02;-0.93;1.04;0.71;-1.53;8
2024-04-09;09:52:28;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;1.04;0.77;-1.46;9
2024-04-09;09:52:28;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.03;-0.94;0.98;0.83;-1.4;10
2024-04-09;09:52:29;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.92;0.65;-1.22;1
2024-04-09;09:52:29;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;1.1;0.89;-1.46;2
2024-04-09;09:52:29;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.95;0.73;0.83;-1.28;3
2024-04-09;09:52:29;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.61;0.83;-1.1;4
2024-04-09;09:52:29;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;1.04;0.89;-1.46;5
2024-04-09;09:52:29;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.92;0.71;-1.53;6
2024-04-09;09:52:29;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;1.04;0.65;-1.53;7
2024-04-09;09:52:29;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;1.04;0.89;-1.28;8
2024-04-09;09:52:29;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.85;0.83;-1.28;9
2024-04-09;09:52:29;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;1.04;0.89;-1.34;10
2024-04-09;09:52:30;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.95;0.85;0.83;-1.28;1
2024-04-09;09:52:30;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.93;0.79;0.59;-1.4;2
2024-04-09;09:52:30;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.93;0.85;0.83;-1.53;3
2024-04-09;09:52:30;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.92;0.71;-1.28;4
2024-04-09;09:52:30;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.93;0.79;0.65;-1.22;5
2024-04-09;09:52:30;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.02;-0.95;0.92;0.83;-1.22;6
2024-04-09;09:52:30;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.79;0.83;-1.4;7
2024-04-09;09:52:30;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.03;-0.93;1.1;0.77;-1.53;8
2024-04-09;09:52:30;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.03;-0.94;0.85;0.65;-1.34;9
2024-04-09;09:52:30;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.02;-0.94;0.85;0.89;-1.34;10
2024-04-09;09:52:31;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.02;-0.94;0.92;0.89;-1.22;1
2024-04-09;09:52:31;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;1.1;0.71;-1.46;2
2024-04-09;09:52:31;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.92;0.71;-1.65;3
2024-04-09;09:52:31;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.93;0.73;0.95;-1.46;4
2024-04-09;09:52:31;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;1.04;0.83;-1.46;5
2024-04-09;09:52:31;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.98;0.71;-1.46;6
2024-04-09;09:52:31;0/0/0;0:0:0;;;0.0;0.0;0;0.02;-0.03;-0.93;0.61;0.59;-1.46;7
2024-04-09;09:52:31;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.98;0.83;-1.46;8
2024-04-09;09:52:31;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.92;0.89;-1.53;9
2024-04-09;09:52:31;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.93;0.92;0.83;-1.28;10
2024-04-09;09:52:32;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.95;0.73;0.83;-1.1;1
2024-04-09;09:52:32;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.73;0.83;-1.28;2
2024-04-09;09:52:32;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.92;0.77;-1.4;3
2024-04-09;09:52:32;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.67;0.89;-1.53;4
2024-04-09;09:52:32;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.93;0.92;0.77;-1.59;5
2024-04-09;09:52:32;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.98;0.89;-1.53;6
2024-04-09;09:52:32;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.92;0.83;-1.22;7
2024-04-09;09:52:32;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.03;-0.94;0.79;0.77;-1.34;8
2024-04-09;09:52:32;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;1.04;0.83;-1.65;9
2024-04-09;09:52:32;0/0/0;0:0:0;;;0.0;0.0;0;0.01;-0.02;-0.94;0.92;0.95;-1.28;10
